run_id,seed,t,device_id,station,event,model_class,damage_state,battery_state,exceptions,extra_json
high_arrivals_rep000,42,186.789169922322,0,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,0,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,1,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,0,Q0,Q_GET,,,,[],{}
high_arrivals_rep000,42,186.789169922322,1,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,2,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,2,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,3,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,3,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,4,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,4,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,5,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,5,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,6,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,6,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,7,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,7,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,8,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,8,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,9,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,9,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,10,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,10,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,11,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,11,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,12,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,12,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,13,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,13,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,14,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,14,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,15,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,15,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,16,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,16,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,17,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,17,Q0,Q_PUT,,,,[],{}
high_arrivals_rep000,42,186.789169922322,18,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
high_arrivals_rep000,42,186.789169922322,18,Q0,Q_PUT,,,,[],{}
