timestamp,simulation_duration,seed,total_ships,ships_completed,avg_ship_turnaround_time,total_containers,containers_unloaded,containers_delivered,avg_container_dwell_time,crane_utilization,total_crane_unloads,avg_yard_occupancy,max_yard_occupancy,peak_yard_count,total_trucks,trucks_served,trucks_gave_up,avg_truck_wait_time,throughput_containers_per_hour,throughput_trucks_per_hour
2026-01-19T14:08:45.305357,240.0,12345,7,0,0.0,347,78,57,12.660477470511145,0.8240353165891875,98,0.0068198529411764705,0.02625,21,58,57,0,14.691546971536024,14.25,14.25
2026-01-20T15:52:49.199432,60.66666666666682,42,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,19,0,0,0.0,0.0,0.0
