run_id,t,Q0,Q1,Q2,Q3,Q4,Q5,completed,op_feed_util,scanner_util,m1_fixture_util,m2_cooling_slot_util,op_battery_monitor_util,m3_punch_util,op_maint_util,m4_module_util,op_sort_util,op_pack_util
base_rep000,30,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,60,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,120,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,150,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,180,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,210,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,240,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,270,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,300,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,330,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,360,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,390,20,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,420,19,1,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,450,17,2,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,480,16,3,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,510,14,4,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
base_rep000,540,12,6,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,570,10,8,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
base_rep000,600,8,9,1,0,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
base_rep000,630,6,11,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
base_rep000,660,3,13,1,0,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,690,1,14,2,0,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,720,18,16,1,0,0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
base_rep000,750,16,17,2,0,0,0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,780,14,18,3,0,0,0,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,810,12,20,2,0,0,0,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
base_rep000,840,10,21,3,0,0,0,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,870,8,22,4,0,0,0,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
base_rep000,900,7,23,3,0,0,0,4,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
base_rep000,930,5,24,4,0,0,0,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,960,3,24,6,0,0,0,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,990,1,26,6,0,0,0,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
base_rep000,1020,0,26,6,0,0,0,4,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
base_rep000,1050,18,29,6,0,0,0,5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
base_rep000,1080,16,30,7,0,0,0,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1110,14,32,6,0,0,0,5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
base_rep000,1140,12,34,6,0,0,0,6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1170,11,34,7,0,0,0,6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1200,9,36,6,0,0,0,6,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
base_rep000,1230,8,36,7,0,0,0,7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1260,6,38,6,0,0,0,7,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
base_rep000,1290,4,39,7,0,0,0,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1320,1,42,7,0,0,0,8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1350,0,43,7,0,0,0,9,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
base_rep000,1380,0,42,8,0,0,0,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1410,9,42,9,0,0,0,9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1440,8,43,9,0,0,0,9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1470,6,45,8,0,0,0,9,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
base_rep000,1500,4,46,9,0,0,0,10,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1530,33,47,9,0,0,0,10,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
base_rep000,1560,32,47,10,0,0,0,11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
base_rep000,1590,30,48,11,0,0,0,11,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
