run_id,seed,t,device_id,station,event,model_class,damage_state,battery_state,exceptions,extra_json
base_rep001,43,319.1823951041647,0,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,319.1823951041647,0,Q0,Q_PUT,,,,[],{}
base_rep001,43,319.1823951041647,1,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,319.1823951041647,0,Q0,Q_GET,,,,[],{}
base_rep001,43,319.1823951041647,1,Q0,Q_PUT,,,,[],{}
base_rep001,43,319.1823951041647,2,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,319.1823951041647,2,Q0,Q_PUT,,,,[],{}
base_rep001,43,319.1823951041647,3,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,319.1823951041647,3,Q0,Q_PUT,,,,[],{}
base_rep001,43,319.1823951041647,4,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,319.1823951041647,4,Q0,Q_PUT,,,,[],{}
base_rep001,43,319.1823951041647,5,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,319.1823951041647,5,Q0,Q_PUT,,,,[],{}
base_rep001,43,319.1823951041647,6,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,319.1823951041647,6,Q0,Q_PUT,,,,[],{}
base_rep001,43,319.1823951041647,7,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,319.1823951041647,7,Q0,Q_PUT,,,,[],{}
base_rep001,43,319.1823951041647,8,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,319.1823951041647,8,Q0,Q_PUT,,,,[],{}
base_rep001,43,319.1823951041647,9,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,319.1823951041647,9,Q0,Q_PUT,,,,[],{}
base_rep001,43,322.0662242098715,0,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,331.86622656243014,0,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,331.86622656243014,0,Q1,Q_PUT,,,,[],{}
base_rep001,43,331.86622656243014,0,Q1,Q_GET,,,,[],{}
base_rep001,43,331.86622656243014,1,Q0,Q_GET,,,,[],{}
base_rep001,43,331.86622656243014,0,S2,M1_START,supported,normal,normal,[],{}
base_rep001,43,337.08256598329046,1,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,344.99267075001814,1,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,344.99267075001814,1,Q1,Q_PUT,,,,[],{}
base_rep001,43,344.99267075001814,2,Q0,Q_GET,,,,[],{}
base_rep001,43,357.5824623147912,2,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,372.3631923116324,2,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,372.3631923116324,2,Q1,Q_PUT,,,,[],{}
base_rep001,43,372.3631923116324,3,Q0,Q_GET,,,,[],{}
base_rep001,43,377.6786406292528,3,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,385.60983343307595,3,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,385.60983343307595,3,S1,UNKNOWN_MODEL,unknown,normal,normal,[],{}
base_rep001,43,385.60983343307595,4,Q0,Q_GET,,,,[],{}
base_rep001,43,387.349605996815,0,S2,M1_END,supported,normal,normal,[],{}
base_rep001,43,387.349605996815,0,Q2,Q_PUT,,,,[],{}
base_rep001,43,387.349605996815,0,Q2,Q_GET,,,,[],{}
base_rep001,43,387.349605996815,1,Q1,Q_GET,,,,[],{}
base_rep001,43,387.349605996815,0,S3,M2_START,supported,normal,normal,[],"{""cooling"": ""-80C""}"
base_rep001,43,387.349605996815,1,S2,M1_START,supported,normal,normal,[],{}
base_rep001,43,391.1314416816693,4,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,400.3079635340772,4,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,400.3079635340772,4,Q1,Q_PUT,,,,[],{}
base_rep001,43,400.3079635340772,5,Q0,Q_GET,,,,[],{}
base_rep001,43,412.6370963377536,5,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,422.5118751175021,5,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,422.5118751175021,5,Q1,Q_PUT,,,,[],{}
base_rep001,43,422.5118751175021,6,Q0,Q_GET,,,,[],{}
base_rep001,43,436.98711493954994,6,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,440.546299056558,6,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,440.546299056558,6,Q1,Q_PUT,,,,[],{}
base_rep001,43,440.546299056558,7,Q0,Q_GET,,,,[],{}
base_rep001,43,449.4817559844567,1,S2,M1_END,supported,normal,normal,[],{}
base_rep001,43,449.4817559844567,1,Q2,Q_PUT,,,,[],{}
base_rep001,43,449.4817559844567,2,Q1,Q_GET,,,,[],{}
base_rep001,43,449.4817559844567,2,S2,M1_START,supported,normal,normal,[],{}
base_rep001,43,449.9745712219442,7,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,457.096077501399,7,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,457.096077501399,7,Q1,Q_PUT,,,,[],{}
base_rep001,43,457.096077501399,8,Q0,Q_GET,,,,[],{}
base_rep001,43,464.4564349558779,8,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,468.36552449947914,8,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,468.36552449947914,8,Q1,Q_PUT,,,,[],{}
base_rep001,43,468.36552449947914,9,Q0,Q_GET,,,,[],{}
base_rep001,43,473.688090852722,2,S2,M1_END,supported,normal,normal,[],{}
base_rep001,43,473.688090852722,2,Q2,Q_PUT,,,,[],{}
base_rep001,43,473.688090852722,4,Q1,Q_GET,,,,[],{}
base_rep001,43,473.688090852722,4,S2,M1_START,supported,normal,normal,[],{}
base_rep001,43,475.7631665153384,9,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,482.88058609360826,9,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,482.88058609360826,9,Q1,Q_PUT,,,,[],{}
base_rep001,43,497.4965244682692,4,S2,M1_END,supported,normal,normal,[],{}
base_rep001,43,497.4965244682692,4,Q2,Q_PUT,,,,[],{}
base_rep001,43,497.4965244682692,5,Q1,Q_GET,,,,[],{}
base_rep001,43,497.4965244682692,5,S2,M1_START,supported,normal,normal,[],{}
base_rep001,43,529.6954218035921,5,S2,M1_END,supported,normal,normal,[],{}
base_rep001,43,529.6954218035921,5,Q2,Q_PUT,,,,[],{}
base_rep001,43,529.6954218035921,6,Q1,Q_GET,,,,[],{}
base_rep001,43,529.6954218035921,6,S2,M1_START,supported,normal,normal,[],{}
base_rep001,43,536.914053038168,0,S3,M2_END,supported,normal,normal,[],{}
base_rep001,43,536.914053038168,0,Q3,Q_PUT,,,,[],{}
base_rep001,43,536.914053038168,0,Q3,Q_GET,,,,[],{}
base_rep001,43,536.914053038168,1,Q2,Q_GET,,,,[],{}
base_rep001,43,536.914053038168,0,S4,M3_START,supported,normal,normal,[],{}
base_rep001,43,536.914053038168,1,S3,M2_START,supported,normal,normal,[],"{""cooling"": ""-80C""}"
base_rep001,43,555.279779642453,0,S4,M3_END,supported,normal,normal,[],{}
base_rep001,43,555.279779642453,0,Q4,Q_PUT,,,,[],{}
base_rep001,43,555.279779642453,0,Q4,Q_GET,,,,[],{}
base_rep001,43,555.279779642453,0,S5,M4_START,supported,normal,normal,[],{}
base_rep001,43,566.8334733788038,6,S2,M1_END,supported,normal,normal,[],{}
base_rep001,43,566.8334733788038,6,Q2,Q_PUT,,,,[],{}
base_rep001,43,566.8334733788038,7,Q1,Q_GET,,,,[],{}
base_rep001,43,566.8334733788038,7,S2,M1_START,supported,normal,normal,[],{}
base_rep001,43,588.3484386645315,7,S2,M1_END,supported,normal,normal,[],{}
base_rep001,43,588.3484386645315,7,Q2,Q_PUT,,,,[],{}
base_rep001,43,588.3484386645315,8,Q1,Q_GET,,,,[],{}
base_rep001,43,588.3484386645315,8,S2,M1_START,supported,normal,normal,[],{}
base_rep001,43,627.9732350259354,1,S3,M2_END,supported,normal,normal,[],{}
base_rep001,43,627.9732350259354,1,Q3,Q_PUT,,,,[],{}
base_rep001,43,627.9732350259354,1,Q3,Q_GET,,,,[],{}
base_rep001,43,627.9732350259354,2,Q2,Q_GET,,,,[],{}
base_rep001,43,627.9732350259354,1,S4,M3_START,supported,normal,normal,[],{}
base_rep001,43,627.9732350259354,2,S3,M2_START,supported,normal,normal,[],"{""cooling"": ""-80C""}"
base_rep001,43,628.1685803720038,0,S5,M4_END,supported,normal,normal,[],{}
base_rep001,43,628.1685803720038,0,Q5,Q_PUT,,,,[],{}
base_rep001,43,628.1685803720038,0,Q5,Q_GET,,,,[],{}
base_rep001,43,628.1685803720038,0,S6,PACK_START,supported,normal,normal,[],{}
base_rep001,43,631.3143480997667,8,S2,M1_END,supported,normal,normal,[],{}
base_rep001,43,631.3143480997667,8,Q2,Q_PUT,,,,[],{}
base_rep001,43,631.3143480997667,9,Q1,Q_GET,,,,[],{}
base_rep001,43,631.3143480997667,9,S2,M1_START,supported,normal,normal,[],{}
base_rep001,43,652.6904764533809,1,S4,JAM,supported,normal,normal,"[""jam""]",{}
base_rep001,43,652.6904764533809,1,E3,JAM_CLEAR_START,supported,normal,normal,"[""jam""]",{}
base_rep001,43,656.8851839360179,9,S2,M1_END,supported,normal,normal,[],{}
base_rep001,43,656.8851839360179,9,Q2,Q_PUT,,,,[],{}
base_rep001,43,657.1864867799989,0,S6,PACK_END,supported,normal,normal,[],{}
base_rep001,43,657.1864867799989,0,S6,DISPATCHED,supported,normal,normal,[],"{""outputs"": {""batteries"": 1.0, ""logic_boards"": 1.0, ""housings"": 1.0, ""modules_magnets"": 1.0, ""mixed_fines"": 0.3214717064041578}}"
base_rep001,43,670.9855596109478,2,S3,M2_END,supported,normal,normal,[],{}
base_rep001,43,670.9855596109478,2,Q3,Q_PUT,,,,[],{}
base_rep001,43,670.9855596109478,2,Q3,Q_GET,,,,[],{}
base_rep001,43,670.9855596109478,4,Q2,Q_GET,,,,[],{}
base_rep001,43,670.9855596109478,2,S4,M3_START,supported,normal,normal,[],{}
base_rep001,43,670.9855596109478,4,S3,M2_START,supported,normal,normal,[],"{""cooling"": ""-80C""}"
base_rep001,43,703.6698784998556,2,S4,M3_END,supported,normal,normal,[],{}
base_rep001,43,703.6698784998556,2,Q4,Q_PUT,,,,[],{}
base_rep001,43,703.6698784998556,2,Q4,Q_GET,,,,[],{}
base_rep001,43,703.6698784998556,2,S5,M4_START,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,10,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,10,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,11,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,10,Q0,Q_GET,,,,[],{}
base_rep001,43,728.2201310662182,11,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,12,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,12,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,13,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,13,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,14,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,14,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,15,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,15,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,16,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,16,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,17,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,17,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,18,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,18,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,19,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,19,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,20,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,20,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,21,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,21,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,22,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,22,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,23,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,23,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,24,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,24,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,25,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,25,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,26,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,26,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,27,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,27,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,28,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,28,Q0,Q_PUT,,,,[],{}
base_rep001,43,728.2201310662182,29,S0,ARRIVAL_BIN,supported,normal,normal,[],{}
base_rep001,43,728.2201310662182,29,Q0,Q_PUT,,,,[],{}
base_rep001,43,732.9693105045478,10,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,740.6326325442465,10,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,740.6326325442465,10,Q1,Q_PUT,,,,[],{}
base_rep001,43,740.6326325442465,10,Q1,Q_GET,,,,[],{}
base_rep001,43,740.6326325442465,11,Q0,Q_GET,,,,[],{}
base_rep001,43,740.6326325442465,10,S2,M1_START,supported,normal,normal,[],{}
base_rep001,43,751.6635153250538,11,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,765.0756581174464,11,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,765.0756581174464,11,Q1,Q_PUT,,,,[],{}
base_rep001,43,765.0756581174464,12,Q0,Q_GET,,,,[],{}
base_rep001,43,769.2631109980127,12,S1,IDENTIFY_START,supported,normal,normal,[],{}
base_rep001,43,778.044613044071,12,S1,IDENTIFY_END,supported,normal,normal,[],{}
base_rep001,43,778.044613044071,12,Q1,Q_PUT,,,,[],{}
base_rep001,43,778.044613044071,13,Q0,Q_GET,,,,[],{}
base_rep001,43,785.0177734512504,10,S2,M1_END,supported,normal,normal,[],{}
base_rep001,43,785.0177734512504,10,Q2,Q_PUT,,,,[],{}
base_rep001,43,785.0177734512504,11,Q1,Q_GET,,,,[],{}
